"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: blockTypeStr"
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:IPC","thrpt",4,1,0.840107,NaN,"insns/clk",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:L1-dcache-loads","thrpt",4,1,180162.320722,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:L1-dcache-stores","thrpt",4,1,11465.133118,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:L1-icache-load-misses","thrpt",4,1,783.008218,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:L1-icache-loads","thrpt",4,1,254714.306311,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:LLC-load-misses","thrpt",4,1,0.001592,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:LLC-loads","thrpt",4,1,3241.923162,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:LLC-store-misses","thrpt",4,1,0.015374,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:LLC-stores","thrpt",4,1,69.784158,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:branch-misses","thrpt",4,1,915.578173,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:branches","thrpt",4,1,99617.310529,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:cycles","thrpt",4,1,950699.196205,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:dTLB-load-misses","thrpt",4,1,1315.721525,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:dTLB-loads","thrpt",4,1,180305.080148,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:dTLB-store-misses","thrpt",4,1,2.952702,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:dTLB-stores","thrpt",4,1,11468.544431,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:iTLB-load-misses","thrpt",4,1,28.116721,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:instructions","thrpt",4,1,798689.302399,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf","thrpt",4,5,22459.035438,131.381276,"ops/s",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:CPI","thrpt",4,1,0.372196,NaN,"clks/insn",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:IPC","thrpt",4,1,2.686758,NaN,"insns/clk",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:L1-dcache-loads","thrpt",4,1,50312.349423,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:L1-dcache-stores","thrpt",4,1,217.279473,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:L1-icache-load-misses","thrpt",4,1,11.910166,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:L1-icache-loads","thrpt",4,1,42144.476942,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:LLC-load-misses","thrpt",4,1,0.000032,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:LLC-loads","thrpt",4,1,1.049981,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:LLC-store-misses","thrpt",4,1,0.002976,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:LLC-stores","thrpt",4,1,0.307470,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:branch-misses","thrpt",4,1,13.106707,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:branches","thrpt",4,1,70051.446223,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:cycles","thrpt",4,1,137860.271615,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:dTLB-load-misses","thrpt",4,1,0.853378,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:dTLB-loads","thrpt",4,1,50345.014666,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:dTLB-store-misses","thrpt",4,1,0.011389,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:dTLB-stores","thrpt",4,1,222.215949,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:iTLB-load-misses","thrpt",4,1,2.978531,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:instructions","thrpt",4,1,370397.205287,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf","thrpt",4,5,4350.270824,185.687653,"ops/s",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:CPI","thrpt",4,1,1.171683,NaN,"clks/insn",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:IPC","thrpt",4,1,0.853473,NaN,"insns/clk",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:L1-dcache-loads","thrpt",4,1,121767.121428,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:L1-dcache-stores","thrpt",4,1,11042.688445,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:L1-icache-load-misses","thrpt",4,1,501.483762,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:L1-icache-loads","thrpt",4,1,219518.642469,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:LLC-load-misses","thrpt",4,1,0.002270,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:LLC-loads","thrpt",4,1,3041.109919,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:LLC-store-misses","thrpt",4,1,0.013828,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:LLC-stores","thrpt",4,1,41.837568,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:branch-misses","thrpt",4,1,21.697327,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:branches","thrpt",4,1,71185.684849,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:cycles","thrpt",4,1,700427.159875,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:dTLB-load-misses","thrpt",4,1,1194.811735,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:dTLB-loads","thrpt",4,1,122090.371366,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:dTLB-store-misses","thrpt",4,1,2.095434,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:dTLB-stores","thrpt",4,1,11097.800612,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:iTLB-load-misses","thrpt",4,1,24.444380,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:instructions","thrpt",4,1,597795.894324,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf","thrpt",4,5,697.763206,2.257673,"ops/s",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:CPI","thrpt",4,1,0.975721,NaN,"clks/insn",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:IPC","thrpt",4,1,1.024883,NaN,"insns/clk",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:L1-dcache-loads","thrpt",4,1,584006.227371,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:L1-dcache-stores","thrpt",4,1,16809.961585,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:L1-icache-load-misses","thrpt",4,1,1568.975625,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:L1-icache-loads","thrpt",4,1,1074667.308246,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:LLC-load-misses","thrpt",4,1,0.004254,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:LLC-loads","thrpt",4,1,1061.875377,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:LLC-store-misses","thrpt",4,1,0.058820,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:LLC-stores","thrpt",4,1,65.250483,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:branch-misses","thrpt",4,1,23894.663563,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:branches","thrpt",4,1,686604.853847,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:cycles","thrpt",4,1,4421331.261977,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:dTLB-load-misses","thrpt",4,1,79.847972,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:dTLB-loads","thrpt",4,1,582979.234326,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:dTLB-store-misses","thrpt",4,1,1.129022,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:dTLB-stores","thrpt",4,1,16930.655007,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:iTLB-load-misses","thrpt",4,1,108.702644,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:instructions","thrpt",4,1,4531346.000088,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp","thrpt",4,5,3194.379338,31.213077,"ops/s",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:CPI","thrpt",4,1,1.173781,NaN,"clks/insn",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:IPC","thrpt",4,1,0.851948,NaN,"insns/clk",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:L1-dcache-loads","thrpt",4,1,180166.512692,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:L1-dcache-stores","thrpt",4,1,11456.174650,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:L1-icache-load-misses","thrpt",4,1,754.083170,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:L1-icache-loads","thrpt",4,1,251089.138642,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:LLC-load-misses","thrpt",4,1,0.001880,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:LLC-loads","thrpt",4,1,3251.442623,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:LLC-store-misses","thrpt",4,1,0.015008,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:LLC-stores","thrpt",4,1,70.689704,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:branch-misses","thrpt",4,1,786.213898,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:branches","thrpt",4,1,100052.572014,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:cycles","thrpt",4,1,952796.759240,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:dTLB-load-misses","thrpt",4,1,1333.149597,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:dTLB-loads","thrpt",4,1,180297.969060,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:dTLB-store-misses","thrpt",4,1,2.495442,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:dTLB-stores","thrpt",4,1,11433.632252,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:iTLB-load-misses","thrpt",4,1,24.465321,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:instructions","thrpt",4,1,811733.154160,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp","thrpt",4,5,22399.252441,211.159785,"ops/s",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:CPI","thrpt",4,1,0.405504,NaN,"clks/insn",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:IPC","thrpt",4,1,2.466067,NaN,"insns/clk",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:L1-dcache-loads","thrpt",4,1,50273.104034,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:L1-dcache-stores","thrpt",4,1,223.681665,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:L1-icache-load-misses","thrpt",4,1,19.222852,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:L1-icache-loads","thrpt",4,1,42283.934314,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:LLC-load-misses","thrpt",4,1,0.000050,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:LLC-loads","thrpt",4,1,2.738176,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:LLC-store-misses","thrpt",4,1,0.000547,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:LLC-stores","thrpt",4,1,0.567663,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:branch-misses","thrpt",4,1,13.549539,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:branches","thrpt",4,1,60076.721242,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:cycles","thrpt",4,1,138122.976018,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:dTLB-load-misses","thrpt",4,1,0.459003,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:dTLB-loads","thrpt",4,1,50347.414879,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:dTLB-store-misses","thrpt",4,1,0.013094,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:dTLB-stores","thrpt",4,1,212.658739,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:iTLB-load-misses","thrpt",4,1,2.515315,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:instructions","thrpt",4,1,340620.535142,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp","thrpt",4,5,4219.326426,120.516396,"ops/s",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:CPI","thrpt",4,1,1.205496,NaN,"clks/insn",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:IPC","thrpt",4,1,0.829534,NaN,"insns/clk",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:L1-dcache-loads","thrpt",4,1,121824.901672,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:L1-dcache-stores","thrpt",4,1,11071.882686,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:L1-icache-load-misses","thrpt",4,1,532.021100,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:L1-icache-loads","thrpt",4,1,225067.629043,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:LLC-load-misses","thrpt",4,1,0.000723,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:LLC-loads","thrpt",4,1,3227.759567,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:LLC-store-misses","thrpt",4,1,0.002460,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:LLC-stores","thrpt",4,1,45.888412,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:branch-misses","thrpt",4,1,26.642349,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:branches","thrpt",4,1,71431.392799,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:cycles","thrpt",4,1,723222.027765,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:dTLB-load-misses","thrpt",4,1,1282.388955,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:dTLB-loads","thrpt",4,1,122552.397845,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:dTLB-store-misses","thrpt",4,1,2.118533,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:dTLB-stores","thrpt",4,1,11186.648390,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:iTLB-load-misses","thrpt",4,1,20.751316,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:instructions","thrpt",4,1,599937.214096,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp","thrpt",4,5,699.389431,2.558739,"ops/s",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:CPI","thrpt",4,1,0.982965,NaN,"clks/insn",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:IPC","thrpt",4,1,1.017330,NaN,"insns/clk",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:L1-dcache-loads","thrpt",4,1,583119.201235,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:L1-dcache-stores","thrpt",4,1,16615.243988,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:L1-icache-load-misses","thrpt",4,1,1679.413941,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:L1-icache-loads","thrpt",4,1,1102638.803713,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:LLC-load-misses","thrpt",4,1,0.002748,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:LLC-loads","thrpt",4,1,992.508996,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:LLC-store-misses","thrpt",4,1,0.011714,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:LLC-stores","thrpt",4,1,50.420020,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:branch-misses","thrpt",4,1,23812.654234,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:branches","thrpt",4,1,665768.744171,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:cycles","thrpt",4,1,4414529.743472,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:dTLB-load-misses","thrpt",4,1,76.165397,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:dTLB-loads","thrpt",4,1,583408.564928,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:dTLB-store-misses","thrpt",4,1,1.064373,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:dTLB-stores","thrpt",4,1,16529.036901,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:iTLB-load-misses","thrpt",4,1,87.696485,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIfCmp:instructions","thrpt",4,1,4491033.697894,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectInlO","thrpt",4,5,3257.005878,32.976792,"ops/s",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectInlO:CPI","thrpt",4,1,1.078465,NaN,"clks/insn",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectInlO:IPC","thrpt",4,1,0.927243,NaN,"insns/clk",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectInlO:L1-dcache-loads","thrpt",4,1,210543.952603,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectInlO:L1-dcache-stores","thrpt",4,1,6070.201525,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectInlO:L1-icache-load-misses","thrpt",4,1,789.909570,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectInlO:L1-icache-loads","thrpt",4,1,235865.580819,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectInlO:LLC-load-misses","thrpt",4,1,0.000813,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectInlO:LLC-loads","thrpt",4,1,3173.026969,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectInlO:LLC-store-misses","thrpt",4,1,0.000000,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectInlO:LLC-stores","thrpt",4,1,73.752469,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectInlO:branch-misses","thrpt",4,1,894.568237,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectInlO:branches","thrpt",4,1,126356.891370,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectInlO:cycles","thrpt",4,1,933353.613267,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectInlO:dTLB-load-misses","thrpt",4,1,1338.502689,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectInlO:dTLB-loads","thrpt",4,1,210573.663447,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectInlO:dTLB-store-misses","thrpt",4,1,2.276144,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectInlO:dTLB-stores","thrpt",4,1,6058.466607,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectInlO:iTLB-load-misses","thrpt",4,1,29.373462,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectInlO:instructions","thrpt",4,1,865446.050340,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectInlO","thrpt",4,5,22474.395273,144.079130,"ops/s",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectInlO:CPI","thrpt",4,1,0.404344,NaN,"clks/insn",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectInlO:IPC","thrpt",4,1,2.473141,NaN,"insns/clk",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectInlO:L1-dcache-loads","thrpt",4,1,50161.967305,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectInlO:L1-dcache-stores","thrpt",4,1,216.662330,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectInlO:L1-icache-load-misses","thrpt",4,1,14.766893,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectInlO:L1-icache-loads","thrpt",4,1,41949.847185,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectInlO:LLC-load-misses","thrpt",4,1,0.000073,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectInlO:LLC-loads","thrpt",4,1,1.384188,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectInlO:LLC-store-misses","thrpt",4,1,0.002982,NaN,"#/op",FLAT_BLOCK
